IDviis,FKey,VNr,Nr,voti,alter,tugiheli,korgus,tempo,takt,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,markusi,viis
1471,1604,1,,&,bh,f,,,,f,g,a,f[2c],2c,h,a,f,a[g],g[a],g,f[g],f,f,f,f,,
1472,1604,2,,&,bh,f,,,,f,g,a,2c,h,a,f,a,a[g],g[a],g,f[g],f,f,f,f,,
1473,1605,1,,&,,g,,,,g,g,h,h,a,g,g,h,2d,2c,a,a,h[a],g,g,g,,
3434,3361,1,,&,,a,,,24,2e,2c,2c\h,2c,2d,h,h\a,h,2c,a,a\h,2c\2d,2e,2e,2e,2e,,
3592,3513,1,,&,,a,,,44,2d,h,h,2d,2c,h,h,a,h,g,g,h,2c,h,a[h],a,,
3593,3514,1,,&,,c,,,54,g,a,2c,a,h,h\a,g,g,a,h,2c,a,h,h\a,g,g,,
3594,3515,1,,&,,c,,,24,g,g,d,d,e,e,f,f,e,e,d,d,c,c,c,c,,
3595,3516,1,,&,,c,,,24,g,e,g,g,g,f,d,e,g,e,f,f,e,d,c,c,,
3596,3517,1,,&,,c,,,,h,h,2c,h,h,a,a,a,a,a,h,a,a,g,g,g,,
3597,3518,1,,&,,c,,,,g,g,h,g,h,h,2c\h,a,a,h,2c\h,2d\2c,h\a,g,a,g,,
3598,3519,1,,&,#f,g,,,24,g,g,h,g,h,h,a,f,h,h,a,f,a,a[h],g,g,,
2512,2466,1,,&,bh;be,g,,,44,2d,2d,2f,2d[2e],2d[2e],2c[2d],2c[2d],a[h],h,h,2d,h,h,a,a,a,,
2513,2467,1,,&,bh;be,g,,,44,2d,2d,2f,2d[2e],2d[2e],2c[2d],2c[2d],a[h],h,h,2d,h,h,a,a,a,,
2514,2468,1,,&,bh;be,g,,,44,2d,2d,2f,2d[2e],2d[2e],2c[2d],2c[2d],a[h],h,h,2d,h,h,a,a,a,,
2515,2469,1,,&,bh;be;ba;bd,f,,,44,a,a,g,f,2c,2c,a,f,a,a,g,e,f,f,f,f,,
2516,2470,1,,&,bh;be,g,,,24,h,2d,2f,2d,2c,a,h,2d,h,a,2c,h[a],a,g,g,g,,
2517,2471,1,,&,#f,e,,,24,h,2d,2d,h,2c,a,h,g,g,f,h,a,a,g,e,e,,
2518,2472,1,,&,,a,,,54,a,h,2c,a,2c,2d,2e,2d,2e,a,2c,2d,2c,h,a,a,,
2519,2473,1,,&,,a,,,54,e,a,a,h,2c,h,2d,h,2d,2c,h,a,h,a,a,a,,
2520,2474,1,,&,,a,,,54,a,2c,(2d)2c,a,2d,a,a\h,2e,2e,h,(2d)2c,a,2c,h,a,a,,
2521,2475,1,,&,,a,,,54,a,2c,(2d)2c,a,2d,a,a\h,2e,2e,h,(2d)2c,a,2c,h,a,a,,
2522,2476,1,,&,,a,,,54,a,2c,(2d)2c,a,2d,a,a\h,2e,2e,h,(2d)2c,a,2c,h,a,a,,
2523,2477,1,,&,,a,,,34,a,a,a,2d\h,2c,h,a,h\a,g,g,a,2c\a,h,h,a,a,,
2524,2478,1,,&,#f,g,,,34,2d,h,2d,2d,2c,a,a,a,2d,h,a,a,h,g,g,g,,
2525,2479,1,,&,#f,g,,,44,h,2d,2d,h,2c,h,a,h,h,a,g,a[g],g,g,g,g,,
2526,2480,1,,&,,a,,,24,2e,2e,h,h,2c,2c\2d,2e,2e,2e[2d],2e,h,2c,h,a,a,a,,
2527,2481,1,,&,,a,,,44,h[2e],2c,2e,2e,2e,h,h,2c,2e,2d,2c,h,h,a,a,a,,
2528,2482,1,,&,,a,,,44,h[2e],2c,2e,2e,2e,h,h,2c,2e,2d,2c,h,h,a,a,a,,
2529,2483,1,,&,,a,,,44,h[2e],2c,2e,2e,2e,h,h,2c,2e,2d,2c,h,h,a,a,a,,
2530,2484,1,,&,,a,,,44,h[2e],2c,2e,2e,2e,h,h,2c,2e,2d,2c,h,h,a,a,a,,
2531,2485,1,,&,,a,,,44,2c,2c,2c,h,2d,2d,2d,2d,2c,2c,h,h,a,a,a,a,,
2532,2486,1,,&,,c,,,,h,2d,h,2d,2c,h,h,h,2c,h,h[g],g,g,g,g,g,,
2533,2487,1,,&,#f,g,,,44,a,h,2c,h,2c,a,a,a,a,h,2c,a,h,a,g,g,,
2403,2367,1,,&,#f,a,,,24,2d,2d,2d,h,h,g,g,g,2c,2c,2c,h,h,a,a,a,,
2404,2368,1,,&,#f,a,,,24,2d,2d,2d,h,h,g,g,g,2c,2c,2c,h,h,a,a,a,,
3154,3086,1,,&,#f,g,,,48,g,f,g,h,2d,h,2c,a,h,2c,g,f,a,g,g,g,,
3155,3087,1,,&,bh,f,,,24,a,a,g,g,f,f,d,d,g,g,f,f,a,a,a,a,,
3156,3088,1,,&,bh;be,g,,,24,a,g,2d,2d,2d,2c,a,h,a,g,2c,2c,h,a,a,a,,
3157,3089,1,,&,,c,,,24,e,e,c,e,e,e,d,c,d,d,1h,d,d,d,c,1h,,
3158,3090,1,,&,bh,d,,,24,g,h,a,h,a,f,f,d,f,g,f,a,a,g,g,e,,
3159,3091,1,,&,#f,g,,,24,2d,h,h[2c\h],g,f,a,a,h,2c,a,a,f,g,g,g,g,,
3160,3092,1,,&,bh;be;ba,be,,,24,e,e,g,e,e,c,c,1h,d,d,f,d,d,1h,1h,1h,,
3161,3093,1,,&,bh,f,,,44,a,a,a,a,2c,a,a,a,h,g,g,g,a,f,f,f,,
3162,3094,1,,&,,g,,,,g,g,a\g,f\e,d,e\f,g,h,h,h,a,a,g,a\f,g,g,,
3163,3095,1,,&,bh,f;a,,,44,2e,2e,2e,g,2c,h,a,a,2c,2c,2c,g,2c,h,a,a,,
3165,3096,1,,&,,c,,,44,d,c,e,f,e,d,g,e,d,c,e,f,e,c,c,c,,
3166,3097,1,,&,,c,,,,2c,2c,2e,2d,2c,h,a,g,2c,2c,2e,2d,2c,h,a,g,,
3167,3098,1,,&,,c,,,38,2c,2c,2e,2d,2c,h,a,g,2c,2c,2e,2d,2c,h,a,g,,
3168,3099,1,,&,,a,,,,a,h,2c,a,2d,a,h,a,2c,a,h,a,2d,a,h,a,,
3169,3100,1,,&,bh;be;ba,be,,,44,h,h,2c,g,a,f,f,f,a,a,h,f,g,e,e,e,,
3170,3101,1,,&,bh,f,,,24,a,a,a,f,a[g],g,g,g,h[a],g,g[e],e[g],f,f,f,f,,
3171,3102,1,,&,#f,e,,,68,h,f\g,a,f,h,a\g,f,d,h,f,a,f,h,a\g,h,e,,
3172,3103,1,,&,#f,g,,,24,2d,2d,h,g,a,a\h,g,g,a,h\2c,a,a,g,g,g,g,,
3173,3104,1,,&,bh,f,,,,f,g[f\g],a,f,h,a,a,f,a,g,g,e,g,f,f,f,,
3174,3105,1,,&,#f;#c,d,,,,a,a,g,e,f,f,d,d,e,e,c,c,d,d,d,d[f],,
3175,3106,1,,&,,c,,,42,2e,2e,2e,2e,2f,2d,2d,2d,2c,2d,2e,2d,2d,2c,2c,2c,,
3176,3107,1,,&,bh;be;ba;bd,f,,,24,2c,2c,h,g,2c,a,g,g,2c,2c,h,g,a,f,f,f,,
3177,3108,1,,&,#f,g,,,24,2d,2d,h,2c,h,a,h,g,h,2c,a,h,a,g,g,g,,
3178,3109,1,,&,bh,d,,,44,d,d\e,f,f,d,d\e,f,f,g,f,e,d,f,e,d,d,,
3179,3110,1,,&,,c,,,,g,2d,2d,2c,2e[2d],2d,2d,a,a,2d,2d,h,a,g,g,g,,
3180,3111,1,,&,,a,,,24,a,a,a,e,a,a,a,g,h,h,a,a,e,e,e,e,,
3181,3112,1,,&,,a,,,54,a,a,2c,h,g,g,a\h,2c,2c,h,2c,h,a,h,a,a,,
3182,3113,1,,&,,c,,,34,c,d,e,c,d,e,d,1h,d,f,e,d\1h,d,c,c,c,,
3183,3114,1,,&,#f,g,,,24,g,h,h,h,2c,h,a,f,g,h,h,h,2c,h,a[d],a[d],,
3184,3115,1,,&,#f;#c,d,,,24,g,g,h,a,h,a,a,h,h,g,g,e,e,d,d,d,,
3185,3116,1,,&,#f,g,,,24,2d,h,g,g,f,a,a,a,2c,a,f,f,g,g,g,g,,
1475,1607,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1476,1608,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1477,1609,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1478,1610,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1479,1611,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1480,1612,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1481,1613,1,,&,bh,f,f=c,,,a,2c,2c,a,h,a,g,h,a,a,g,g,f,f,f,f,,
1482,1614,1,,&,,c,,,,g,e,g,g,f,e,c,c,f,d,f,f,e,d,c,c,,
1483,1615,1,,&,bh,f,,,,f,a,2c,2c,a,h[2c],a,f,a,2c,a,a,g,g,f,f,,
1484,1616,1,,&,,g,,,,h,2d,2d,h,a[a/h],2c,2c,h,g,h,h,a,g,g,g,g,,
1485,1617,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1486,1618,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1487,1619,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1488,1620,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1489,1621,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1490,1622,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1491,1623,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1492,1624,1,,&,bh,f,,,,2c,a,h,a,a,g,g,a,h,g,a,g,g,f,f,f[a],,
1493,1625,1,,&,,g,,,,h,h/2c,2d,h,2c,a,a,g,h,h,2d,h,2c,a,a,g,,
1494,1626,1,,&,bh,f,,,,2c,a,a,a,g,g,g,g,h,g,g,g,f,f,f,f,,
1495,1627,1,,&,bh,f,,,,f,g,a,a,g,g,f,g,a,a,g,g,f,f,f,f,,
1496,1628,1,,&,,g,,,,g,g,g,h,2d,h/2c,h,a/h,2d,2c,a,a,a,g,g,g,,
1497,1629,1,,&,,g,,,,h,h,2d,2c,h,h,2c,h,a,a,h,a,g,g,g,g,,
1498,1630,1,,&,#c;#g,a,,,,c,a/c,2e,2e,2c,a,2d,2d,h,a/h,2c,2c,a,a,a,a,,
1499,1630,2,,&,#c;#g,a,,,,2c,h/2c,2e,2e,2c,a,2d,2d,h,a/h,2c,2c,a,a,a,a,,
1500,1631,1,,&,#f,g,,Paraj,,h,2d,2d,h,2d,2c,a,a,a,2c,2c,h,2d,h,g,g,,
1501,1631,2,,&,#f,g,,Paraj,,h,2d,2d,h,2d,2c,a,f,a,2c,2c,2c,2c,h,g,g,,
1502,1632,1,,&,#f;#g,e,,,,e,e,g,e,f,f,a,f,g,g,h,h,e,e,e,e,,
1503,1633,1,,&,,g,f#,,,h,a/h,2d,2d,2c[2c/h],a/h,2c,2c,h,g/a,h,h[h/a],g,g,g,g,,
1504,1634,1,,&,,g,e,,,g,h,2d,2d,2c,h,a,a,2d,a,h,a,a,g,g,g,,
1505,1635,1,,&,,c,,,,c,e,g,e[f],g,e,d,d,f,e,f,d,c,c,c,c,,
1506,1635,2,,&,,c,,,,c,e,g,e[f],g,e,f,g[f],g,g,f,d,c,c,c,c,,
1507,1636,1,,&,,c,,,,c,e,g,e[f],g,e,d,d,f,e,f,d,c,c,c,c,,
594,774,1,,&,#f;#c,#f;d,,mittepikka,C,a,f,h,a,g,g,g,g,g,e,a,g,f,f,f,f,,
595,778,1,,&,,c,,,,g,g,a,h,2c,e,e,e,f,d,d,d,a,g,g,g,,778
596,780,1,,&,,c,,,,g,g,a,h,2c,e,e,e,f,d,d,d,a,g,g,g,,780
599,782,1,,&,,h;g,,,C,2d[h],2d[h],2e,2d,2d[2c],h,h,h[g],2c,a,a,2c,2c[h],h,h,h,,
600,783,1,,&,#f,g,,,48,2d[2c],a,2c,a,h,g,g,h,a,g,f,d,g,g,g,h,Nii enamasti vaheldusid värsid; s.t. 1. kord algus do; 2. kord re.,
601,784,1,,&,#f,g,,,48,2d,h,2c,a,h,g,h,h,a,g,f,d,g,g,h[g],h[g],,
602,785,1,,&,#f,g,,,48,2d,h,2c,a,h,g,g,h[g],a,g,f,d,g,g,g,h[g],,
603,786,1,,&,#f,g,,,,2d[2c],h[a],2c,a,h,g,g,h,a,g,f,d,g,g,g,h,,
604,787,1,,&,#f,g,,,48,2d,h,2c,a,h,g,g,h,a,g,f,d,g,g,g,h,,
605,788,1,,&,#f,g,,,C,2d,h,g,h,2d,2c,a,a,a,f,d,f,a,g,g,h,,
606,789,1,,&,#f,g,,,24,2d,h,g,g,a,d,a,h,2c,a,f,d,g,g,g,h[g],,
607,790,1,,&,#f,g,,,24,2d,2d,h,h,g,g,h,h,2c,2c,a,a,f[d],f[d],a[f],a[f],,
608,791,1,,&,,c,,,C,2c,e,e,f,a,g,d,d,a,g,f,d,c,e,g,g,,
609,792,1,,&,#f;#c,a;d,,,2/4,a,a[f],2d,2d,2c,h,2c,2c[e],e,f,g,h,h,a,a,f[a],vt märkust pag. 1821.,
610,793,1,,&,,c;g,,,48,2c,a,2c,a,g,g[e],c,g,g,g,a,h,g,2c,2c,2c,,
611,794,1,,&,,c,a¹=e¹,,24,a,a,2c,a,g,g,g,e,f,f,a,f,e,e,d,c,algusheli kohta märkus pag. 1255.,
612,795,1,,&,#f,g,,,48,2d,2d,2d,2e,2d,h,h,a,h,a,a,f,a,g,g,g,,
613,796,1,,&,bh;be,bh,,,24,2d,2d,2e,2d,2c,h,a,h,2c,2c,2d,2c,2c,h,h,h,,
614,797,1,,&,bh,g,,,34,2d,2c,2d,h,h,a,h,2d,2c,a,h,g,g,g,g,g,,
615,798,1,,&,#f,g,,,C,2d,h,h,g,h,2d,2d,2e,2c,a,a,f,a,2c,2c,2d,,798
616,799,1,,&,#f,g,,,C,2d,h,h,g,h,2d,2d,2e,2c,a,a,f,a,2c,2c,2d,,799
2003,2050,1,,&,bh;be,g,,Moder,,g,g,h,2d,2d,2c[2c/h],a,h,2d,2d,2c,a,h,h,g,g,,
2004,2051,1,,&,bh;be,g,,Moder,,g,g,h,2d,2d,2c[2c/h],a,h,2d,2d,2c,a,h,h,g,g,,
2005,2052,1,,&,bh;be,g,,Moder,,g,g,h,2d,2d,2c[2c/h],a,h,2d,2d,2c,a,h,h,g,g,,
2006,2053,1,,&,bh;be,g,,Moder,,g,g,h,2d,2d,2c[2c/h],a,h,2d,2d,2c,a,h,h,g,g,,
2848,2787,1,,&,bh,d,,,,f,f,2d,2d,f,f,h,h,d,d,g,g,c,c,d,d,,
2849,2788,1,,&,#f,e,,,48,h,2e,2d,h[2d\2#c],2d,a,a,a,a,2d,2c,a,g,h,h,h,,
2850,2789,1,,&,bh,f,,,24,2c,a,a,g,h,a,a,a,2c,a,a,g,h,a,a,a,,
2851,2790,1,,&,#f,g,,,44,g,h,2d,2d,g,h,2c,h,a,a,a,a,g,g,g,g,,
2852,2791,1,,&,#f,g,,,44,g,h,2d,2d,g,h,2c,h,a,a,a,a,g,g,g,g,,
2728,2671,1,,&,#f,g,,M,24,h,h,2c,h,a,a[g],a,a,a,a,h,a,g,g,g,g,,
2729,2672,1,,&,#f,g,,,24,h,2c,2d,2e,2d,2d,2d,h,2d,2d,2c,2c,h,h,h,h,,
2730,2673,1,,&,#f,g,,,24,h,2c,2d,2e,2d,2d,2d,h,2d,2d,2c,2c,h,h,h,h,,
2731,2674,1,,&,,a,,72,24,e,e,a,g,f,f,f,f,e,e,a,g,f,f,e,e,,
2732,2675,1,,&,#f,44,,,,2d,2d\2c,h,h,a,a,2e,2e,2d,2d,2c,2d\2c,h,h,h,h,,
2733,2676,1,,&,,c,,,,g,d,f,d,e,d,d,e,f,d,e,d,e,d,d,d,,
2734,2677,1,,&,#f,g,,,,2d,h,h,2d,2c,a,a,f,2c,a,a,2c,h,g,g,g,,
2735,2678,1,,&,bh,f,,,24,a,a\h,2c,a,a,a\h,2c,a,a,g\a,h,g,g,f,f,f,,
2736,2679,1,,&,#f,e,,,,a,e,g,f,e,g,f,e,e,a,e,f,e,f,e,e,,
2737,2680,1,,&,bh,d,,,24,e,a,g,f\g,a,f,e,e,e,a,f,e,e,d,d,d,,
2738,2681,1,,&,,c,,,38,2c,h,h,a,2c,h,a,g,2c,h,h,a,a,g,g,g,,
2739,2682,1,,&,bh,f,,,24,a,a,2c,h,a,g,g,g,g,g[c],h,a,g,f,f,f,,
2740,2683,1,,&,#f,g,,,44,2d,2d,a,a,h,a,2d,2d,2c,2c[a],a,f,g,h,a,a,,
2741,2684,1,,&,#f,g,,,44,2d,2d,a,a,h,a,2d,2d,2c,2c[a],a,f,g,h,a,a,,
2742,2685,1,,&,#f;#c,d,,,44,a,g,f,d,h,g,g,e,a,g,f,e,e,d,d,d,,
2743,2686,1,,&,,a,,,24,e,f,e,d,a,g,a,e,e,f,e,d,g,e,e,e,,
2744,2687,1,,&,bh,f,,,24,2d,2d,2c,2c,h,h,a,a,g,g,2c,2c,h,h,a,f[a][c],,
2745,2688,1,,&,,a,,56,24,a,2d,2d\2c,h,2d,2c,a,a,g,2c,2c\h,g,2c,h,a,a,,
2746,2689,1,,&,bh,f,,,,c,f,e,g,f,a,2c,2c,a[2d],g\a[g],h,e[a\h],g[2c],f,f[a],f[a],,
2777,2720,1,,&,bh,f,,138,24,f,g,a,f,h,a,g,c,g,a,h,a,g,e,f,f,,
2778,2721,1,,&,#f,e,,,24,g,g,h,g,a,f,f,e,g,e,e,f,e,e,e,e,,
2779,2722,1,,&,#f,g,,,,h\a,g,h,a,g,g,2c,2c,h\a,g,a,a,g,g,g,g,,
2780,2723,1,,&,#f,g,,,24,d,d,e,d,g,d,g,f,a,g,h,a,g,g,g,g,,
2781,2724,1,,&,,a,,,24,2e,2e\2d,2c,2e,2d,2c,h,h,2d[2c],2c[h],h[a],2d[a],2c[a],h[a],a,a,,
2782,2725,1,,&,#f,e,,202,68,h,f\g,a,f,h,a\g,h,e,h,a,h,f,h,a\g,f,e,,
2783,2726,1,,&,#f,g,,,24,2d,h,h,g,2c,a,a,g,a,a,2c,h\2c,2d,h,h,g,,
2784,2727,1,,&,,c,,,24,g,g,a,g,h,g,2c,2c,2d,2c,2f,2c,2d,h,2c,2c,,
2007,2054,1,,&,bh;be,g,,Moder,,g,g,h,2d,2d,2c[2c/h],a,h,2d,2d,2c,a,h,h,g,g,,
2008,2055,1,,&,bh;be,g,,Moder,,g,g,h,2d,2d,2c[2c/h],a,h,2d,2d,2c,a,h,h,g,g,,
2009,2056,1,,&,,a;g,,,,2d,h,2c,2e,2d,2c,h,a/h,h,2c,2e,h,2c,a,a,h/2c,,
2010,2057,1,,&,,a;g,,,,2d,h,2c,2e,2d,2c,h,a/h,h,2c,2e,h,2c,a,a,h/2c,,
2040,2081,1,,&,bh,g,,,,2d,2d,2c,2d,h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2041,2081,2,,&,bh,g,,,,2d,2c/h[2d/2c],a[h],h/2d[2c/2d],h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2042,2082,1,,&,bh,g,,,,2d,2d,2c,2d,h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2043,2082,2,,&,bh,g,,,,2d,2c/h[2d/2c],a[h],h/2d[2c/2d],h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2044,2083,1,,&,bh,g,,,,2d,2d,2c,2d,h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2045,2083,2,,&,bh,g,,,,2d,2c/h[2d/2c],a[h],h/2d[2c/2d],h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2046,2084,1,,&,bh,g,,,,2d,2d,2c,2d,h,a,g,a/h,2c,h,a,g,g,g,g,g,,
2129,2136,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2130,2137,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2131,2137,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2132,2138,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2133,2138,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2134,2139,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2135,2139,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2136,2140,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2137,2140,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2138,2141,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2139,2141,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2140,2142,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2141,2142,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2142,2143,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2143,2143,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
2144,2144,1,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,h,h,g[f],g[f],f,f,f,,
2145,2144,2,,&,#f;#c;#g,f,,,,2c,h,2d,2c,2c,g,g,a,2c,g,2c,h,a,f,f,f,,
3613,3534,1,,&,bh,f,,,24,2c,a,a,h,2c,h,a,g,2c,h,a,h,g,f,f,f[a],,
3614,3535,1,,&,,c,,M,24,c,c,e,e,f,e,d,d,1h,1h,d,d,e,d,c,c,,
3615,3535,2,,&,,c,,M,24,c,c,e,e,f,e,d,d,1h,1h,1h[d],1h[d],c[f],c[e],c,c,,
3616,3536,1,,&,,c,,M,24,c,c,e,e,f,e,d,d,1h,1h,d,d,e,d,c,c,,
3617,3536,2,,&,,c,,M,24,c,c,e,e,f,e,d,d,1h,1h,1h[d],1h[d],c[f],c[e],c,c,,
2318,2286,1,,&,#f,g,,,34,g,2c,h,g,h,a,g\f,g,g,2c,h,g,h,a,g,g,,
2319,2287,1,,&,,a,,,24-34,a,a\h,2c,2c,a,h\a,g,g,g,g,2c,a,h,h,a,a,,
2320,2288,1,,&,bh,d,,,34,h,a\f,g,g\e,d,f,g,g\a,h,a,h\a,g,f\e,d/f,g,g\a,,
2321,2289,1,,&,bh;be;ba,be,,,,e,g,e,a,f,d,e,e,g,h,g,f,g,f,f,e,,
2322,2290,1,,&,,c,,,24,g,g,f,f,e,e,d,e,f,d,e,e,d,d,c,c,,
2323,2291,1,,&,,g;c,,,,2c,2c,2d,h,a,g,g[2c],a[2c][g],h,h,2c,a,a,g,g[2c],g[2c],,
2324,2292,1,,&,,c,,,44,2c,2c,2c,2d,h,a,g,g,2d,2d,2d,2e,2c,2c,2c,2c,,
2325,2293,1,,&,,c,,,44,2c,2c,2c,2d,h,a,g,g,2d,2d,2d,2e,2c,2c,2c,2c,,
2326,2294,1,,&,#f;#c,d,,,44,f,d,1a,d,c,c,d[c],g,e,c,1a,c,d,d,d,d,,
2327,2295,1,,&,#f,g,,,24,g,h,g,g,e,e,d,d,d,e\f,a,f,a,h,g,g,,
2328,2296,1,,&,,c,,M,24,2c,2e,2e,2c,2c,a,a,a[g],h,2d,2d,h[g],2c[2d],2c,2c,2c,,
2329,2297,1,,&,,a;g;c,,M,24,2e,2e,2d,2d,2c,2c,a,a,2d,2d,a[h],a[h],h[a],h[a],g,g,,
2330,2298,1,,&,#f;#c,d,,,24,d,f,d,c,d,1h,e,e,e,d,c,1h,1a,c[d],d,d,,
2331,2299,1,,&,#f,g,,,,g,g,h,a,2c,h,g,g,h,a,g[f],g[f],g,f,d[e],d,,
2332,2300,1,,&,#f,g,,,,g,g,h,a,2c,h,g,g,h,a,g[f],g[f],g,f,d[e],d,,
2333,2301,1,,&,,g;c,,,,g,g,2c,2c,e,e,g,g,g,e,f,d,a,g,g,g,,
2334,2302,1,,&,,c,,,44,2c,2c,a,a,2c,2c,g,g,a,a,d,d,g,g,g,g[a],,
2335,2303,1,,&,#f;#c,d,,,44,a\2d,2f,2d,2f,2g,2e,2e,2e,a,2e,2e,2e,2f,2d,2d,2d,,
2336,2304,1,,&,#f,g,,,24,2c,a,a,2c,h,g,g,h,a,d,d,d,g,g,g,g,,
2337,2304,2,,&,#f,g,,,24,2c,a,a,2c,h,g,g,h,2c,a,h,2c,h,g,g,g,,
2338,2305,1,,&,#f,g,,,24,g,g,h,h,2d,h,h,g,2c,a,a,f,a[f],f[d],g,g,,
2339,2306,1,,&,#f,g,,,24,h,g,g,g,d,g,h,g,2d,h,g,h,2c,h,a,g,,
2340,2307,1,,&,bh,f,,,24,2c,2c,h,g\e,g,h,a,f,a,a,g,e\c,f,f[a],a[2c],2c,,
2341,2308,1,,&,#f,g,,,24,2d,h,2d,h,2c,a,a,d,2c,a,a,g,h,g,g,d,,
2342,2309,1,,&,#f,g,,,48,2d,2d,2d,2d,h,g,g,g,a,d,d,f,a,g,g,g,,
2343,2310,1,,&,#f;#c,d,,M,24,g,g,g,d,h,h,h,g,2d,a[d],a,g,h,g,g,d,,
2344,2311,1,,&,#f,a;g,,,44,2d,2d,h,h,a,a,f,d,g,g,h,h,a,a,a,a,,
2345,2312,1,,&,#f,g,,,44,g,d,g,d,g,h,2d,2d,2e,2d,2c,a,g,g,g,g,,
2346,2313,1,,&,#f,g,,,24,g,h,2d,h,2c,a,a,g,h,2d,2c,a,g,g,g,g,,
2347,2314,1,,&,#f,g,,,24,h,2d,2d,h,2c,a,a,h,2d,h,a,h,g[a],g,g,g,,
2348,2314,2,,&,#f,g,,,24,h,2c,2d,2c,2d,h,a,h,2d,h,a,h,g[a],g,g,g,,
2349,2315,1,,&,bh,f,,,24,2c,a,2c,2c,h,g,2c,2c,a,f,h,h,g,f,f,f,,
2350,2316,1,,&,#f,g,,,24,h,2d,2d,h,2d,2c,a,h[a],h,2d,2c,2c[h],h,a,g,g,,
2351,2317,1,,&,#f,g,,,24,h,2d,2d,h,2d,2c,a,h[a],h,2d,2c,2c[h],h,a,g,g,,
2352,2318,1,,&,#f,g,,,24,g,h[g],2d,2d,2d,h[2c],2c[h],2c[h],2c,a,h,g,g,g,g,g,,
2353,2318,2,,&,#f,g,,,24,g,h[g],2d,h,2c,2c,h,a[g],2c,2c[a],h[2c],a,g,g,g,g,,
2354,2319,1,,&,#f,g,,,24,g,h[g],2d,2d,2d,h[2c],2c[h],2c[h],2c,a,h,g,g,g,g,g,,
